,LIMIT_BAL,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEF_PAY,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
6608,70000,27,1,0,0,0,0,0,-54,273,19,-254,-527,1096,600,19,0,0,1896,0,0,1,0,1,0,0,0,0,0,1,0
6609,360000,57,0,0,0,0,0,0,2505,4070,3307,0,380,2566,4070,3307,0,380,2566,166,0,1,0,1,0,0,0,0,1,0,0
6610,50000,22,1,2,0,0,0,0,4112,3900,7737,3406,1470,1500,0,4019,2500,0,30,0,0,0,1,1,0,0,0,0,0,1,0
6611,40000,41,0,0,0,0,0,0,39295,38490,38224,37764,38029,32179,1786,1890,2000,1104,948,337,0,1,0,0,1,0,0,0,0,0,1
6612,70000,26,2,2,2,2,0,0,46599,45578,48505,47427,48447,45145,0,4000,0,2000,1700,3000,0,1,0,0,1,0,0,0,0,1,0
6613,260000,50,0,0,0,0,0,0,133208,122199,113462,98146,86452,58846,6400,5744,3756,2600,2500,2000,0,1,0,0,1,0,0,0,1,0,0
6614,20000,23,0,0,0,0,0,0,17030,18064,19046,19221,18603,19075,1315,1297,672,675,781,734,0,1,0,0,0,1,0,0,0,1,0
6615,240000,55,2,0,0,0,2,0,72188,74270,75959,80473,78883,80625,3000,3200,6100,0,2900,3000,0,0,1,0,1,0,0,0,1,0,0
6616,20000,23,0,0,0,0,0,0,18455,19990,20215,19298,19807,12294,2000,20000,1612,1121,702,1000,0,1,0,0,0,1,0,0,0,0,1
6617,60000,27,1,0,0,0,0,0,0,0,0,150,1179,778,0,0,150,1179,778,496,0,0,1,1,0,0,0,0,0,1,0
6618,160000,38,0,0,0,0,0,0,47268,47269,45688,47690,48712,49525,2725,2767,2769,1791,1928,1960,0,1,0,0,0,1,0,0,0,1,0
6619,270000,32,0,0,0,0,0,0,48114,42573,55350,92141,57961,45282,20091,30128,60183,2071,2045,2791,0,0,1,1,0,0,0,0,0,1,0
6620,150000,41,0,0,0,0,0,0,78354,69250,69790,71535,73131,72502,2507,3001,3001,3013,3133,3000,0,1,0,0,0,0,1,0,1,0,0
6621,130000,54,0,0,0,0,0,0,77506,78535,72776,66053,52505,12242,2900,2564,2368,2200,364,152,0,0,1,0,0,1,0,0,1,0,0
6622,250000,44,0,0,0,2,0,0,3893,54673,8402,2765,6037,3561,54946,8433,13,6049,17,4980,0,1,0,1,0,0,0,0,1,0,0
6623,150000,36,0,0,2,0,0,0,141460,145408,142139,137453,139827,136320,8021,5066,6000,5029,5016,5100,0,0,1,0,1,0,0,0,1,0,0
6624,280000,46,0,0,0,0,0,0,1401,5201,3615,1963,2086,1297,5201,3615,1963,2086,1297,1154,0,0,1,0,0,1,0,0,0,1,0
6625,50000,47,1,0,0,0,0,0,0,0,1708,0,0,0,0,1708,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
6626,180000,31,0,0,0,0,0,0,180754,85936,88542,92055,94038,95849,3085,4000,5000,3514,3478,3517,0,0,1,0,1,0,0,0,0,1,0
6627,50000,49,1,2,2,2,0,0,19208,19608,22608,21951,22287,22778,1000,3321,0,1000,1000,1001,0,0,1,0,1,0,0,0,1,0,0
6628,20000,33,0,0,3,3,2,2,11391,16180,16635,16082,15529,16525,5000,1000,0,0,1400,0,0,0,1,1,0,0,0,0,0,1,0
6629,50000,47,0,0,0,0,0,0,49571,37680,31932,25300,18902,18920,2000,1812,2000,664,700,709,0,0,1,0,1,0,0,0,1,0,0
6630,50000,27,0,0,2,0,0,0,819,3003,1677,1177,1313,1085,2184,5,1180,1316,1088,0,0,1,0,0,1,0,0,0,1,0,0
6631,340000,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6632,260000,41,0,0,0,0,0,0,264549,227021,233426,230319,127897,118868,10000,12007,9170,4853,4531,3909,0,0,1,0,0,1,0,0,1,0,0
6633,200000,28,0,0,0,0,0,0,18134,18410,1213,9095,18393,612,18410,1297,9113,18393,612,54856,0,0,1,1,0,0,0,0,0,1,0
6634,50000,36,0,0,2,2,0,0,46712,50932,49400,0,0,0,5000,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6635,30000,30,0,0,0,0,0,0,7038,8052,10153,9761,9960,4010,1291,2392,1000,199,80,949,0,1,0,0,1,0,0,0,0,1,0
6636,20000,24,2,2,0,0,0,0,3913,3102,689,0,0,0,0,689,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
6637,120000,26,0,2,0,0,0,2,2682,1725,2682,3272,3455,3261,0,1000,1000,1000,0,2000,1,0,1,0,1,0,0,0,0,1,0
6638,70000,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,1,1,0,0,1,0,0,0,0,1,0
6639,20000,24,0,0,2,2,2,2,15376,18010,17428,18338,17905,19104,3200,0,1500,0,1650,0,1,1,0,1,0,0,0,0,0,1,0
6640,120000,39,0,0,0,0,0,0,316,316,316,0,632,316,316,316,0,632,316,0,1,0,1,0,1,0,0,0,1,0,0
6641,70000,26,2,0,0,2,2,2,41087,42445,45020,44006,46905,46012,2007,3582,0,3601,0,1820,1,0,1,0,1,0,0,0,0,1,0
6642,450000,40,0,0,0,0,0,0,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,1,0,1,1,0,0,0,0,1,0,0
6643,60000,27,1,0,0,0,0,0,-109,-425,259,-57,127,-189,0,1000,0,500,0,1000,1,1,0,1,0,0,0,0,0,1,0
6644,50000,33,2,0,0,0,0,0,30518,29618,22102,22734,23217,23680,1718,1500,1000,1000,1000,716,1,1,0,0,1,0,0,0,0,1,0
6645,50000,25,1,0,0,0,0,0,0,780,0,0,0,0,780,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
6646,210000,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
6647,20000,22,0,0,2,0,0,0,14028,16484,15800,16341,16675,0,3000,0,16741,334,0,0,1,0,1,1,0,0,0,0,0,1,0
6648,150000,46,0,0,0,0,0,0,4463,3034,1170,1170,0,0,1013,1170,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
6649,70000,42,1,2,2,2,2,0,37042,36171,38355,39423,38659,39362,0,3100,2000,0,1500,1500,1,1,0,0,0,1,0,0,0,1,0
6650,500000,28,0,0,0,0,0,0,22848,23638,18878,14937,13827,15571,1516,1300,1000,1000,2000,2000,1,0,1,0,0,1,0,0,1,0,0
6651,50000,29,2,2,2,2,2,2,24987,24300,26591,25865,27667,28264,0,2700,0,2225,1200,0,1,1,0,1,0,0,0,0,0,1,0
6652,50000,46,0,0,0,0,0,0,28718,29166,0,0,0,0,1000,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
6653,200000,57,0,0,0,0,2,2,152519,148751,144076,8174,8198,7918,0,0,8222,300,0,1000,1,1,0,1,0,0,0,0,1,0,0
6654,10000,56,2,2,2,0,0,0,2097,4193,3978,4062,4196,4326,2300,0,150,200,200,160,1,1,0,0,1,0,0,0,1,0,0
6655,320000,29,2,2,2,2,2,2,58267,59246,60184,58622,62307,63526,2500,2500,0,4800,2400,1600,1,1,0,0,1,0,0,0,0,1,0
6656,30000,22,0,0,0,0,0,0,28387,29612,30326,28004,26446,6411,1686,1400,560,3000,1765,0,1,0,1,0,1,0,0,0,0,1,0
6657,240000,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
6658,60000,30,0,0,0,0,0,0,26324,27471,28108,21993,19899,19771,1576,1213,648,768,1140,0,1,1,0,0,0,1,0,0,0,1,0
6659,360000,45,0,0,2,0,0,0,390,1170,780,390,390,390,1170,0,0,390,390,390,1,0,1,1,0,0,0,0,1,0,0
6660,200000,53,2,2,2,2,2,2,138180,140774,142460,144098,147124,149531,6300,5500,5500,5500,5000,5000,1,1,0,1,0,0,0,0,1,0,0
6661,20000,38,0,0,0,0,0,0,17973,19367,19559,18240,17928,150,1699,1460,626,1750,150,0,1,1,0,0,1,0,0,0,1,0,0
6662,50000,22,0,0,0,0,0,0,44698,42254,38347,32496,23477,24094,1767,1362,1002,840,995,904,1,0,1,0,0,1,0,0,0,1,0
6663,30000,24,0,2,0,0,3,2,18199,17618,18631,21319,20692,21201,0,1312,3000,0,1000,1000,1,1,0,1,0,0,0,0,0,1,0
6664,80000,26,2,0,0,0,0,0,14029,15493,16630,17055,17629,18186,2000,1700,1000,1000,1000,1000,1,1,0,0,1,0,0,0,0,1,0
6665,50000,37,2,2,2,3,2,2,46004,45976,48953,48851,49318,51143,1000,4035,1000,1400,2800,0,1,1,0,0,0,1,0,0,0,1,0
6666,450000,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
6667,310000,35,2,0,0,0,0,0,304991,311243,306314,258610,246491,198889,13019,11128,8407,8599,6833,5987,1,0,1,0,1,0,0,0,1,0,0
6668,180000,36,0,0,0,0,0,0,163736,116422,99278,95766,97753,95927,4655,2690,2067,2142,2217,1000,1,1,0,1,0,0,0,0,1,0,0
6669,50000,51,0,0,0,0,0,0,3347,3899,4503,5347,6375,7077,1000,1066,1300,1500,1200,134,1,1,0,0,1,0,0,0,1,0,0
6670,50000,51,0,0,0,0,0,0,752,300,5880,0,0,0,300,5880,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6671,240000,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
6672,170000,27,0,0,0,0,0,0,19269,20313,20852,17560,17918,9100,1661,1200,351,358,182,0,1,0,1,0,1,0,0,0,0,1,0
6673,210000,45,2,3,4,4,5,6,115785,122904,129847,137277,145533,154105,10478,10478,11078,11078,11678,10478,1,1,0,0,0,1,0,0,1,0,0
6674,50000,24,1,0,0,0,0,0,-709,-709,-709,-2898,-3272,-3272,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
6675,130000,56,1,2,2,2,2,3,64617,65978,67282,68557,72796,71345,3000,3000,3000,5500,0,0,1,1,0,0,0,1,0,0,1,0,0
6676,60000,24,0,0,0,0,0,0,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,1,0,1,0,1,0,0,0,1,0,0
6677,100000,38,1,2,0,0,2,0,14483,13961,15323,16268,15868,16448,0,1600,1500,0,1000,1500,1,0,1,0,1,0,0,0,1,0,0
6678,200000,47,2,2,2,2,2,2,199436,202947,193936,196186,200162,189915,8214,7000,6800,7134,0,6836,1,0,1,0,0,1,0,0,0,1,0
6679,60000,27,2,0,0,0,2,0,19625,20347,21669,23005,22499,22873,1342,1664,2000,0,900,846,1,0,1,1,0,0,0,0,0,1,0
6680,50000,24,1,2,2,2,2,2,36166,37188,37680,38462,39228,40035,1900,1400,1700,1532,1600,0,1,0,1,1,0,0,0,0,0,1,0
6681,30000,22,1,2,2,0,0,0,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,1,0,1,0,0,1,0,0,0,1,0
6682,210000,41,0,0,0,0,0,0,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,1,0,1,0,1,0,0,0,1,0,0
6683,80000,24,0,0,0,0,0,0,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,1,0,1,0,1,0,0,0,0,1,0
6684,210000,38,1,0,0,0,0,0,0,0,250,123,789,1222,0,250,0,789,1222,9616,1,0,1,1,0,0,0,0,1,0,0
6685,240000,36,1,0,0,0,0,0,-946,-946,-946,-946,-946,-946,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
6686,360000,40,2,2,2,0,0,0,105167,115468,112157,114690,117845,120238,12000,0,5900,5000,4500,4700,1,0,1,1,0,0,0,0,1,0,0
6687,50000,37,1,3,2,0,0,0,52626,51537,49205,30394,30249,29957,0,24,1500,1000,1201,30592,1,0,1,0,0,1,0,0,0,1,0
6688,50000,23,2,0,0,0,0,0,49758,48456,44116,21247,20066,18858,2401,2254,2004,704,707,1004,1,1,0,0,1,0,0,0,0,1,0
6689,20000,23,1,2,0,0,2,0,20235,17132,16856,16875,13454,10104,0,1200,1000,0,1000,10000,1,1,0,0,1,0,0,0,0,1,0
6690,190000,34,2,0,0,0,2,2,129801,131383,134379,142323,140120,150052,5000,5000,10000,0,12118,2769,1,1,0,0,1,0,0,0,0,1,0
6691,240000,50,0,0,0,0,0,0,234205,231669,214642,207642,210375,214694,10116,9150,8008,8000,8009,7714,1,0,1,0,0,1,0,0,1,0,0
6692,140000,41,0,0,0,0,0,0,19346,21708,22940,19068,16409,16383,3000,2000,2198,1000,3000,2399,1,0,1,0,1,0,0,0,0,0,1
6693,140000,26,0,0,0,0,0,0,101551,105246,104781,105334,107699,106828,5366,5087,3605,3894,3785,3304,1,0,1,0,1,0,0,0,0,1,0
6694,220000,48,2,0,0,0,0,0,210380,213522,201852,169115,172169,162402,10000,9020,6000,5500,6000,5500,1,1,0,1,0,0,0,0,1,0,0
6695,130000,49,0,0,0,0,0,0,89003,91362,72197,49654,28065,27500,4100,3095,1630,561,600,0,1,0,1,0,0,1,0,0,0,1,0
6696,50000,27,3,2,2,0,0,0,13694,14880,14242,13968,14319,2614,1700,0,426,501,2614,1390,1,1,0,0,1,0,0,0,0,1,0
6697,260000,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
6698,360000,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
6699,460000,40,2,0,0,0,0,0,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,1,1,0,1,0,0,0,0,1,0,0
6700,100000,25,2,0,0,0,0,0,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559,1,0,1,0,1,0,0,0,0,1,0
6701,280000,33,0,0,0,0,0,0,898,898,325,898,325,-339603,898,325,898,325,0,345293,1,1,0,1,0,0,0,0,0,1,0
6702,50000,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
6703,10000,27,0,0,2,0,0,0,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,1,1,0,0,1,0,0,0,0,1,0
6704,300000,34,1,0,0,0,0,0,0,0,13001,12601,19595,203,0,13001,0,19595,203,0,1,1,0,1,0,0,0,0,0,1,0
6705,20000,25,0,0,2,0,0,0,11968,14564,27820,15824,15761,12510,2800,0,4000,1700,1000,2000,1,0,1,1,0,0,0,0,0,1,0
6706,30000,55,2,2,2,3,3,4,9720,10613,11339,12841,13836,14514,1200,1200,2000,1500,1500,1500,1,1,0,0,0,1,0,0,1,0,0
6707,200000,49,0,2,2,2,0,0,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,1,0,1,0,0,1,0,0,1,0,0
6708,60000,23,0,0,0,0,0,0,49507,33282,34312,17277,17808,19346,1970,2000,618,809,2000,616,1,1,0,0,1,0,0,0,0,1,0
6709,110000,29,1,2,2,0,0,0,58362,56598,51908,48647,47862,47969,2500,0,2000,2000,1854,2000,1,1,0,0,1,0,0,0,0,1,0
6710,230000,28,0,0,0,0,0,0,26361,18826,1100,2100,767,6173,1710,1100,1000,767,6173,1000,1,0,1,0,1,0,0,0,1,0,0
6711,220000,41,0,2,2,0,2,0,650,650,325,950,475,325,325,0,950,0,325,325,1,0,1,0,1,0,0,0,1,0,0
6712,60000,34,2,2,2,2,2,0,24898,27976,27233,30184,29566,30225,3800,0,3720,0,1300,1291,1,0,1,0,1,0,0,0,1,0,0
6713,200000,37,1,0,2,0,0,0,-179,505,189,6773,23209,16893,1000,0,6900,24000,17000,2500,1,0,1,0,1,0,0,0,1,0,0
6714,130000,40,0,0,2,0,0,0,9559,12394,11883,9826,10167,12685,3000,0,500,500,2700,500,1,0,1,0,1,0,0,0,0,1,0
6715,50000,31,0,0,0,0,0,0,46512,47716,49675,30929,30078,29170,1974,4406,1061,1073,1046,1047,1,0,1,0,1,0,0,0,1,0,0
6716,50000,29,0,0,0,0,0,0,47081,49316,50409,45545,39963,41145,3000,2000,2000,2000,2000,2000,1,0,1,0,1,0,0,0,0,1,0
6717,30000,26,0,0,0,0,0,0,17893,19012,20123,20222,20796,19844,1411,1522,621,795,715,1000,1,0,1,0,1,0,0,0,0,1,0
6718,380000,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
6719,180000,45,0,0,0,0,0,0,27679,28422,29650,29981,30419,31127,1481,2000,1100,1200,1500,1500,1,1,0,0,1,0,0,0,1,0,0
6720,500000,23,4,3,2,0,0,0,507726,509229,499936,505507,484612,419643,10000,0,14000,16500,16000,19000,1,0,1,0,1,0,0,0,0,1,0
6721,110000,40,1,0,0,0,0,0,0,0,2066,2000,216,216,0,2066,0,216,216,66,1,1,0,1,0,0,0,0,1,0,0
6722,20000,32,3,2,0,0,0,0,20631,20010,19703,11084,10918,10985,0,1168,384,390,632,616,1,0,1,0,1,0,0,0,1,0,0
6723,180000,36,2,2,0,0,0,0,83538,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
6724,50000,31,0,0,0,0,0,0,20526,15129,15093,9577,11139,12487,2000,3000,327,3000,3000,5000,1,1,0,0,1,0,0,0,0,1,0
6725,50000,37,2,2,2,0,0,0,1894,3200,3381,3559,1948,2415,1500,400,200,500,500,400,1,0,1,0,1,0,0,0,1,0,0
6726,170000,28,0,0,0,2,0,0,2948,3848,5646,5464,5577,5889,1105,1903,0,296,500,95,1,0,1,0,1,0,0,0,0,1,0
6727,80000,73,0,0,0,2,2,2,63144,65631,68875,70646,72870,75018,3500,4330,3500,3500,3500,5100,1,1,0,0,0,1,0,0,1,0,0
6728,260000,30,0,0,0,0,0,0,1131,291,582,291,0,291,291,582,0,0,130291,651,1,1,0,1,0,0,0,0,1,0,0
6729,280000,39,1,0,0,0,0,0,-1312,35918,37297,37154,32581,33316,38621,2000,1130,922,1011,5000,1,0,1,0,1,0,0,0,1,0,0
6730,150000,41,0,0,0,0,0,2,1464,2084,384,0,2344,822,2091,384,0,2344,0,472,1,1,0,1,0,0,0,0,0,1,0
6731,160000,29,2,2,2,2,2,2,160432,163916,159676,166893,170098,153800,7500,0,11558,5800,0,5654,1,0,1,1,0,0,0,0,0,1,0
6732,60000,23,1,2,2,2,2,2,29332,28577,30805,31601,32349,32965,0,2709,1600,1400,1300,1200,1,0,1,1,0,0,0,0,0,1,0
6733,230000,27,1,2,0,0,0,0,13668,12647,13135,10596,9218,5068,0,1064,423,313,1000,4641,1,0,1,0,1,0,0,0,0,1,0
6734,260000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
6735,200000,38,2,2,2,0,0,0,104978,105924,102663,97090,98045,105253,4500,0,3500,3500,9000,0,1,1,0,0,1,0,0,0,1,0,0
6736,20000,49,2,2,2,2,0,0,9551,12081,13087,12583,15327,16414,3000,1500,0,3123,1500,1000,1,0,1,0,0,1,0,0,0,1,0
6737,170000,31,0,0,0,0,0,0,199,199,199,398,199,199,199,199,398,0,199,398,1,0,1,1,0,0,0,0,0,1,0
6738,390000,27,0,0,0,0,0,0,304867,299998,300426,292869,292885,281826,13007,10612,10041,11000,10512,7000,1,0,1,1,0,0,0,0,0,1,0
6739,270000,32,1,2,2,2,2,2,234752,233036,229286,217644,223690,221413,10000,8000,0,16000,8000,0,1,0,1,0,1,0,0,0,1,0,0
6740,80000,23,0,0,0,0,0,0,77024,73281,57806,37642,46235,47110,3212,1600,956,40000,1800,1700,1,0,1,1,0,0,0,0,0,1,0
6741,240000,44,0,0,0,0,0,0,246135,231443,234557,200643,194410,198857,12026,9010,7400,8000,8000,7000,1,1,0,1,0,0,0,0,0,1,0
6742,380000,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
6743,600000,53,2,2,0,0,0,0,467150,458862,469703,447130,440982,434715,0,18000,16000,16000,21000,20000,1,1,0,1,0,0,0,0,1,0,0
6744,70000,48,0,0,0,0,0,0,50927,39883,32017,17630,9730,6400,2100,1217,500,0,6400,4590,1,1,0,0,1,0,0,0,1,0,0
6745,230000,59,0,0,0,0,0,0,208459,206331,203813,201331,198999,191671,7536,7277,7100,7120,6844,6945,1,1,0,1,0,0,0,0,1,0,0
6746,220000,38,0,0,0,0,0,0,212795,211043,212759,218541,167743,165300,8909,7500,9000,6729,6000,7009,1,1,0,1,0,0,0,0,0,1,0
6747,390000,35,0,0,0,0,0,0,355215,363325,373181,252195,257496,263018,13802,16525,8893,9229,10000,9435,1,0,1,0,0,1,0,0,0,1,0
6748,140000,26,0,0,2,2,2,2,131367,146193,140202,144035,140419,130271,17000,0,11400,550,5300,5400,1,1,0,0,1,0,0,0,0,1,0
6749,220000,36,0,0,0,0,0,0,396,1648,792,396,396,396,1648,792,0,396,396,792,1,0,1,0,1,0,0,0,1,0,0
6750,80000,28,0,0,0,0,0,0,8574,9434,10038,10040,10400,10490,1203,1047,248,408,294,276,1,0,1,1,0,0,0,0,1,0,0
6751,130000,33,0,0,0,0,0,0,19161,20544,22704,22304,22304,0,2000,3000,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
6752,120000,35,0,0,0,0,0,0,240,240,240,240,240,240,240,240,240,240,240,240,1,0,1,0,1,0,0,0,0,1,0
6753,50000,23,2,2,2,2,2,2,29509,30741,31438,31924,32566,33081,2000,1500,1300,1300,1200,1500,1,1,0,0,1,0,0,0,0,1,0
6754,360000,28,0,0,0,0,0,0,1210,820,64644,125984,106584,125557,390,75720,62520,17000,132200,167000,1,1,0,1,0,0,0,0,0,1,0
6755,140000,42,0,0,0,0,0,0,111496,112133,69529,70804,70781,66735,6022,3021,5012,5112,3000,5000,1,0,1,0,1,0,0,0,1,0,0
6756,620000,45,2,2,0,0,0,0,160837,156839,160440,163781,167159,170894,0,6200,6000,6000,6500,6000,1,0,1,0,1,0,0,0,1,0,0
6757,10000,46,0,0,2,2,2,0,4073,6394,6143,6908,6652,6785,2400,0,871,0,244,251,1,1,0,0,1,0,0,0,0,1,0
6758,100000,50,2,0,0,3,3,2,53849,55030,61574,62470,61198,62524,2050,7500,2500,0,2500,2500,1,0,1,0,0,1,0,0,1,0,0
6759,30000,36,2,3,2,2,0,0,28778,28039,28286,27533,28189,28805,0,1000,0,1100,1100,1500,1,0,1,0,1,0,0,0,1,0,0
6760,220000,41,1,0,0,0,0,0,-65,-65,-65,-65,-65,-200,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
6761,100000,52,0,0,2,2,2,0,4657,6068,6418,6781,6144,7638,1500,1000,1000,0,2000,2000,1,1,0,0,0,1,0,0,1,0,0
6762,190000,41,0,0,0,0,0,0,28204,0,16500,0,26854,554,0,16500,0,26854,500,0,1,0,1,1,0,0,0,0,0,1,0
6763,50000,56,0,0,0,0,0,0,50715,51073,28185,28842,30399,29977,2500,1500,1100,2000,1500,1017,1,1,0,1,0,0,0,0,1,0,0
6764,90000,24,0,0,0,0,0,0,13141,14526,15482,18219,22737,23387,1600,1500,3000,5000,1020,764,1,0,1,1,0,0,0,0,0,1,0
6765,160000,60,0,0,0,0,0,0,3128,5156,1089,489,3177,1009,5156,1089,0,3177,1009,0,1,0,1,0,1,0,0,0,0,1,0
6766,290000,53,2,0,0,0,0,0,279610,282024,282508,284660,255892,238266,13000,10200,10265,8803,8300,8546,1,1,0,1,0,0,0,0,1,0,0
6767,30000,28,1,0,0,0,0,0,0,780,0,0,0,0,780,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6768,220000,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
6769,210000,25,0,0,2,0,0,0,8817,23634,21776,9631,1561,1990,23776,0,9631,1561,1990,7967,1,1,0,0,0,1,0,0,0,1,0
6770,300000,36,0,0,2,0,0,0,-475,5191,4606,2303,2768,65373,10000,0,0,2768,65373,10780,1,0,1,0,1,0,0,0,1,0,0
6771,30000,59,0,0,0,0,0,0,390,390,390,390,390,1320,390,390,390,390,1320,0,1,1,0,0,0,1,0,0,1,0,0
6772,360000,29,0,0,0,0,0,0,3280,0,0,0,0,2650,0,0,0,0,2650,0,1,0,1,1,0,0,0,0,0,1,0
6773,60000,31,2,0,0,0,0,0,35369,35320,0,0,0,0,1027,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
6774,280000,44,2,2,2,2,2,2,186149,181779,192189,195517,199250,195874,0,15000,8000,7000,0,15000,1,0,1,0,1,0,0,0,1,0,0
6775,450000,42,1,0,0,0,0,0,-200,-200,0,42000,0,0,0,200,42000,0,0,0,1,0,1,1,0,0,0,0,1,0,0
6776,280000,39,0,0,0,0,0,0,2082,3557,5623,5400,3866,3526,3597,5672,5427,3885,3543,3519,1,1,0,0,1,0,0,0,1,0,0
6777,190000,28,0,0,0,0,0,0,46923,48666,49347,50386,43883,34412,2500,2000,3000,2000,2000,2000,1,0,1,1,0,0,0,0,0,1,0
6778,90000,40,0,0,0,0,0,0,42856,44925,0,787,1457,0,3114,0,787,1457,0,0,1,1,0,0,1,0,0,0,1,0,0
6779,20000,30,2,2,2,0,0,0,5766,7511,7678,7318,7458,7598,2000,500,0,500,500,0,1,0,1,1,0,0,0,0,1,0,0
6780,20000,34,0,0,0,0,0,0,12857,14183,14890,15642,16387,17113,1541,1248,1000,1000,1000,1000,1,1,0,0,1,0,0,0,1,0,0
6781,100000,28,2,0,0,0,0,0,96193,82342,81967,82177,78840,79261,3600,3800,3000,3000,3023,3000,1,0,1,1,0,0,0,0,0,1,0
6782,30000,25,2,2,7,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6783,90000,42,2,2,2,2,2,2,64762,63164,32789,31641,29240,28306,0,2900,0,2500,0,1300,1,1,0,0,0,1,0,0,0,1,0
6784,190000,40,2,2,2,2,2,2,145613,156765,159386,161870,165725,169928,15000,6600,6500,6500,7000,7000,1,1,0,0,1,0,0,0,0,1,0
6785,20000,41,0,0,0,0,0,0,780,0,732,642,1252,643,0,732,300,1000,500,1000,1,0,1,0,0,1,0,0,1,0,0
6786,200000,29,2,0,0,0,0,0,159398,156955,132144,119136,122211,125021,6163,4530,4500,5000,5000,5000,1,0,1,0,1,0,0,0,1,0,0
6787,10000,22,0,0,0,0,0,0,8109,9778,8259,0,0,0,2000,1036,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
6788,50000,30,1,3,2,0,0,0,52515,51424,49967,20036,20076,37615,0,0,2000,1000,1000,1600,1,0,1,0,1,0,0,0,0,0,1
6789,50000,26,0,0,0,0,0,0,15448,16392,18096,18425,18619,19060,1500,2000,1500,1200,900,1000,1,1,0,1,0,0,0,0,0,1,0
6790,70000,33,0,0,0,0,0,0,69418,68943,38783,3758,1261,0,2382,2025,1000,25,0,1651,1,0,1,0,1,0,0,0,1,0,0
6791,10000,22,0,0,0,0,0,0,7960,9649,8518,8628,9293,5033,2000,1000,500,1500,0,2500,1,1,0,0,1,0,0,0,0,1,0
6792,10000,45,0,0,0,2,0,0,7139,8416,9815,9508,9754,10192,1400,1700,0,400,600,200,1,1,0,0,1,0,0,0,1,0,0
